player_id,player_name,gender,purchase_date,age,gaming_console,total_interaction_hours,favorite_storyline
44,Andrew Jones,Male,2024-08-07,45,PlayStation 4,56,Force Awakening
45,Steven Davis,Female,2024-02-21,41,PlayStation 5,96,Jedi Resurrection
46,Michael Brown,Male,2023-12-29,29,Nintendo Switch,82,Dark Side Temptation
47,Mark Anderson,Male,2024-11-20,17,PC,10,Force Awakening
48,Patricia Gonzalez,Female,2023-04-22,26,PlayStation 5,25,Rebel Alliance
49,Richard Miller,Female,2023-05-24,30,Nintendo Switch,73,Dark Side Temptation
50,Barbara Rodriguez,Female,2023-03-19,23,Nintendo Switch,17,Dark Side Temptation
51,Emily Brown,Female,2024-07-07,36,PC,10,Empire Rebellion
52,Jennifer Robinson,Female,2023-08-31,43,PlayStation 5,34,Galactic Conspiracy
53,Mark Thomas,Male,2024-02-15,22,PC,42,Droid Uprising
54,David Gonzalez,Male,2023-09-29,28,Nintendo Switch,1,Sith Prophecy
55,Charles Wilson,Male,2024-07-23,39,Nintendo Switch,24,Light Side Redemption
56,Elizabeth Miller,Female,2023-03-01,22,PlayStation 4,28,Galactic Conspiracy
57,Andrew Johnson,Other,2023-02-28,26,PC,19,Dark Side Temptation
58,Michelle Thomas,Female,2024-06-27,45,PlayStation 5,37,Sith Prophecy
59,Patricia Taylor,Female,2023-07-10,43,PC,17,Droid Uprising
60,Kevin Williams,Male,2023-08-29,43,Nintendo Switch,31,Droid Uprising
61,Linda Lewis,Female,2024-08-15,23,PlayStation 4,61,Jedi Resurrection
62,John Martin,Male,2024-11-04,29,PlayStation 4,71,Empire Rebellion
63,Joshua Taylor,Male,2023-09-25,45,PlayStation 5,25,Jedi Resurrection
64,Daniel Davis,Male,2023-05-15,28,Xbox Series X,62,Light Side Redemption
65,Ashley Hernandez,Female,2023-03-16,45,PC,31,Dark Side Temptation
66,Ashley Martin,Other,2023-03-17,19,PlayStation 4,13,Rebel Alliance
67,Susan Taylor,Female,2023-12-24,20,PC,80,Droid Uprising
68,Jessica Lopez,Female,2024-03-24,21,PlayStation 4,21,Sith Prophecy
69,Karen Martin,Female,2023-01-09,32,PlayStation 4,56,Droid Uprising
70,Karen Robinson,Female,2023-05-18,19,Xbox Series X,5,Light Side Redemption
71,Linda Lewis,Female,2024-07-20,39,PlayStation 5,1,Galactic Conspiracy
72,Sarah Martinez,Female,2023-12-18,22,PlayStation 5,11,Jedi Resurrection
73,Thomas Taylor,Male,2023-02-22,24,PC,8,Galactic Conspiracy
74,Sandra Clark,Female,2023-01-04,17,Xbox Series X,3,Rebel Alliance
75,William Lee,Male,2024-03-28,21,PlayStation 4,42,Bounty Hunter Intrigue
76,Sandra Moore,Female,2023-03-19,19,PlayStation 5,23,Light Side Redemption
77,Andrew Johnson,Male,2024-07-19,34,PlayStation 5,46,Empire Rebellion
78,Sandra Jones,Female,2024-01-09,25,PC,39,Force Awakening
79,Matthew Miller,Male,2024-11-13,23,PC,56,Empire Rebellion
80,Matthew Harris,Male,2024-02-21,44,PlayStation 4,48,Jedi Resurrection
81,Elizabeth Robinson,Female,2023-06-16,43,PlayStation 5,79,Jedi Resurrection
82,Mark Smith,Male,2023-12-07,39,Nintendo Switch,97,Light Side Redemption
83,Jessica Rodriguez,Female,2024-12-19,41,PC,70,Bounty Hunter Intrigue
84,Anthony Ramirez,Male,2024-04-26,43,PlayStation 5,50,Galactic Conspiracy
85,Richard Clark,Female,2023-11-09,27,PlayStation 5,58,Sith Prophecy
86,Joseph Smith,Male,2024-02-13,22,Xbox Series X,94,Force Awakening
87,Sarah Ramirez,Female,2023-10-13,40,Xbox Series X,99,Bounty Hunter Intrigue
88,Paul Gonzalez,Male,2024-07-03,42,Xbox Series X,62,Sith Prophecy
89,Mary Brown,Female,2024-08-17,21,Xbox Series X,98,Force Awakening
90,John Brown,Male,2023-12-20,29,Xbox Series X,35,Jedi Resurrection
91,Sandra Martin,Female,2024-01-30,19,PlayStation 4,40,Rebel Alliance
92,Richard Rodriguez,Male,2024-03-22,38,PC,76,Galactic Conspiracy
93,Donna Robinson,Female,2024-11-17,37,PlayStation 5,87,Bounty Hunter Intrigue
94,Lisa Wilson,Female,2023-12-05,37,PlayStation 4,84,Sith Prophecy
95,Daniel Perez,Male,2023-11-04,39,PlayStation 4,85,Force Awakening
96,Karen Perez,Female,2024-02-17,26,Xbox Series X,66,Rebel Alliance
97,Emily Jones,Female,2024-11-11,29,Nintendo Switch,92,Force Awakening
98,Barbara Martin,Female,2024-02-20,25,PlayStation 4,88,Dark Side Temptation
99,James Martinez,Male,2024-03-16,22,PlayStation 4,78,Jedi Resurrection
100,Kevin Lee,Other,2024-03-28,30,Nintendo Switch,56,Empire Rebellion
101,Susan Taylor,Female,2023-06-23,41,PC,70,Jedi Resurrection
102,Charles Taylor,Male,2024-09-26,36,Xbox Series X,82,Bounty Hunter Intrigue
103,Jennifer Clark,Female,2024-11-19,23,Xbox Series X,20,Bounty Hunter Intrigue
104,Joseph Sanchez,Male,2023-01-26,20,PC,20,Force Awakening
105,Jessica Thomas,Female,2023-03-16,43,Nintendo Switch,15,Force Awakening
106,Mark Lewis,Male,2023-07-19,34,Nintendo Switch,7,Bounty Hunter Intrigue
107,Kimberly Gonzalez,Female,2024-11-02,20,PC,81,Droid Uprising
108,Michael Harris,Male,2023-06-30,23,PlayStation 4,86,Bounty Hunter Intrigue
109,Ashley Johnson,Female,2023-05-05,23,Nintendo Switch,9,Droid Uprising
110,William Sanchez,Male,2024-06-27,37,PlayStation 4,49,Dark Side Temptation
111,Kevin Hernandez,Male,2024-03-29,44,PlayStation 4,71,Galactic Conspiracy
112,Paul Wilson,Male,2023-06-12,30,Nintendo Switch,53,Galactic Conspiracy
113,Donald Rodriguez,Female,2024-10-14,23,Xbox Series X,90,Dark Side Temptation
114,Donna Thomas,Female,2023-10-09,23,Nintendo Switch,75,Sith Prophecy
115,Robert Thompson,Male,2023-10-06,23,Xbox Series X,35,Droid Uprising
116,Daniel Lewis,Male,2023-05-22,18,PlayStation 5,61,Dark Side Temptation
117,Joseph Gonzalez,Male,2024-12-24,20,PlayStation 5,88,Dark Side Temptation
118,Robert Wilson,Male,2024-07-09,26,Nintendo Switch,76,Jedi Resurrection
119,Mark Johnson,Male,2024-03-06,42,Nintendo Switch,71,Galactic Conspiracy
120,Michelle Thompson,Female,2024-08-12,43,Nintendo Switch,20,Force Awakening
121,Steven Smith,Male,2024-02-04,25,Nintendo Switch,26,Bounty Hunter Intrigue
122,Andrew White,Male,2024-09-09,33,PlayStation 5,79,Jedi Resurrection
123,Kimberly Davis,Female,2024-05-12,29,PC,32,Sith Prophecy
124,Anthony Hernandez,Male,2024-02-19,37,PlayStation 5,2,Bounty Hunter Intrigue
125,Ashley Robinson,Female,2024-06-30,35,PC,49,Droid Uprising
126,Betty Jackson,Female,2023-01-28,37,PC,56,Empire Rebellion
127,Sandra Jones,Female,2023-02-21,21,Xbox Series X,32,Droid Uprising
128,Anthony Hernandez,Male,2023-12-01,30,Xbox Series X,41,Sith Prophecy
129,Anthony Rodriguez,Other,2024-03-07,42,Xbox Series X,1,Dark Side Temptation
130,Jennifer Thomas,Female,2024-07-06,39,PC,90,Droid Uprising
131,Matthew Davis,Male,2024-10-29,18,PC,17,Galactic Conspiracy
132,Mary Davis,Female,2023-01-21,42,PlayStation 4,3,Bounty Hunter Intrigue
133,Elizabeth Davis,Female,2024-11-16,31,PC,91,Dark Side Temptation
134,Joshua Miller,Male,2023-09-20,38,Xbox Series X,15,Sith Prophecy
135,David Martin,Male,2023-04-28,39,PlayStation 5,85,Force Awakening
136,Karen Brown,Female,2023-11-16,16,PlayStation 4,67,Light Side Redemption
137,Anthony Gonzalez,Male,2023-03-19,22,PlayStation 4,74,Bounty Hunter Intrigue
138,Jessica Brown,Female,2023-11-05,40,PlayStation 4,54,Empire Rebellion
139,Linda Sanchez,Female,2023-02-12,41,Xbox Series X,14,Droid Uprising
140,Andrew Wilson,Male,2023-03-12,27,PlayStation 4,98,Empire Rebellion
141,Nancy Smith,Female,2024-05-16,42,PC,43,Light Side Redemption
142,Sandra Lopez,Female,2024-04-15,44,PlayStation 5,48,Jedi Resurrection
143,Sandra Garcia,Female,2024-10-28,32,Xbox Series X,27,Dark Side Temptation
144,Amanda Sanchez,Female,2024-05-10,40,Nintendo Switch,31,Force Awakening
145,Sandra Clark,Female,2023-10-02,34,Xbox Series X,65,Droid Uprising
146,Jessica Clark,Female,2024-04-06,24,PlayStation 5,92,Empire Rebellion
147,Ashley Jackson,Female,2024-01-24,37,Xbox Series X,68,Dark Side Temptation
148,Mary Thomas,Female,2024-05-14,21,PlayStation 5,23,Force Awakening
149,Matthew Sanchez,Male,2023-10-14,26,PlayStation 4,79,Dark Side Temptation
150,Sarah Moore,Female,2023-07-15,32,PC,58,Galactic Conspiracy
151,Jessica White,Female,2024-07-22,31,PlayStation 5,92,Dark Side Temptation
152,Steven Lee,Female,2024-04-03,31,PC,83,Dark Side Temptation
153,Jennifer Martinez,Female,2024-12-09,28,PlayStation 5,44,Force Awakening
154,Karen Perez,Female,2024-04-29,27,PlayStation 4,77,Jedi Resurrection
155,Donna Lopez,Female,2024-07-17,39,Xbox Series X,46,Light Side Redemption
156,Matthew Thompson,Male,2023-11-10,24,Xbox Series X,22,Galactic Conspiracy
157,Joseph Brown,Male,2023-11-20,22,PC,91,Sith Prophecy
158,Andrew Harris,Male,2023-07-16,21,PlayStation 5,61,Galactic Conspiracy
159,Steven Rodriguez,Female,2024-06-21,34,PlayStation 4,97,Galactic Conspiracy
160,Charles Brown,Male,2023-08-21,25,Xbox Series X,38,Dark Side Temptation
161,Barbara Martinez,Female,2024-06-30,38,PlayStation 5,6,Galactic Conspiracy
162,Sarah Johnson,Female,2023-10-27,33,PlayStation 5,37,Dark Side Temptation
163,Kimberly Brown,Female,2023-10-19,34,Nintendo Switch,26,Galactic Conspiracy
164,Steven Anderson,Male,2023-02-22,21,Xbox Series X,83,Galactic Conspiracy
165,Steven Brown,Male,2024-05-18,28,PC,78,Bounty Hunter Intrigue
166,Joshua Lee,Male,2023-06-05,17,PlayStation 5,99,Light Side Redemption
167,Joshua Martinez,Male,2023-05-02,23,PlayStation 4,9,Light Side Redemption
168,Mark Martin,Male,2024-09-25,41,PlayStation 5,17,Rebel Alliance
169,Donna Gonzalez,Female,2024-03-29,45,Xbox Series X,44,Empire Rebellion
170,Michelle Wilson,Female,2024-09-27,34,PC,47,Bounty Hunter Intrigue
171,Amanda White,Female,2023-08-01,40,PlayStation 5,50,Droid Uprising
172,Thomas Perez,Male,2023-09-03,21,PlayStation 5,72,Force Awakening
173,Emily Williams,Female,2024-02-23,16,Nintendo Switch,9,Empire Rebellion
174,Kevin Thomas,Male,2023-08-26,17,Xbox Series X,61,Force Awakening
175,Charles Thompson,Male,2024-12-04,18,PlayStation 5,23,Light Side Redemption
176,Thomas Sanchez,Male,2024-11-08,34,PlayStation 5,35,Jedi Resurrection
177,Sandra Brown,Female,2024-10-25,23,PlayStation 5,17,Sith Prophecy
178,Sarah Clark,Female,2023-03-03,18,PlayStation 5,12,Sith Prophecy
179,Karen Martin,Female,2024-08-05,42,Xbox Series X,94,Force Awakening
180,Donald Brown,Female,2023-11-08,38,Nintendo Switch,61,Jedi Resurrection
181,Sarah Taylor,Female,2024-03-24,31,PC,23,Light Side Redemption
182,Kevin Johnson,Male,2023-11-27,39,PlayStation 4,88,Force Awakening
183,Thomas Smith,Male,2024-11-21,23,PlayStation 4,48,Light Side Redemption
184,Michelle Smith,Female,2023-10-03,37,PlayStation 4,94,Rebel Alliance
185,John Harris,Male,2024-04-26,21,PlayStation 4,38,Galactic Conspiracy
186,Donald Robinson,Male,2024-08-22,21,Nintendo Switch,93,Empire Rebellion
187,Kimberly Williams,Female,2024-02-23,27,Xbox Series X,32,Galactic Conspiracy
188,Daniel Perez,Male,2023-06-14,43,Xbox Series X,19,Empire Rebellion
189,Mark Thompson,Male,2024-11-09,25,Nintendo Switch,7,Rebel Alliance
190,Emily Johnson,Female,2023-11-19,18,Xbox Series X,17,Force Awakening
191,Daniel Brown,Male,2024-06-10,28,PC,53,Sith Prophecy
192,Andrew Anderson,Male,2023-07-12,17,PlayStation 4,96,Galactic Conspiracy
193,Lisa Martin,Female,2024-10-02,31,Nintendo Switch,96,Jedi Resurrection
194,Patricia Miller,Female,2023-05-15,33,Xbox Series X,71,Dark Side Temptation
195,Donald Lewis,Female,2023-05-05,31,PC,94,Sith Prophecy
196,Kevin Sanchez,Male,2023-06-12,38,Xbox Series X,12,Force Awakening
197,Emily Smith,Female,2023-04-06,29,PlayStation 5,82,Force Awakening
198,Linda Anderson,Female,2023-06-07,36,Nintendo Switch,74,Empire Rebellion
199,Charles Taylor,Male,2024-03-01,24,Nintendo Switch,4,Dark Side Temptation
200,Steven Davis,Female,2023-05-29,33,Nintendo Switch,100,Bounty Hunter Intrigue
201,Richard Robinson,Female,2023-05-20,32,PC,94,Light Side Redemption
202,Sarah Harris,Female,2024-06-03,26,Xbox Series X,78,Galactic Conspiracy
203,James Martinez,Male,2024-08-24,25,PlayStation 4,50,Force Awakening
204,Kimberly Ramirez,Female,2024-07-05,30,Nintendo Switch,82,Jedi Resurrection
205,Matthew Hernandez,Male,2024-07-10,40,Nintendo Switch,52,Light Side Redemption
206,Ashley Robinson,Female,2023-07-13,43,PlayStation 5,97,Empire Rebellion
207,Joshua Gonzalez,Male,2024-02-25,43,PC,70,Bounty Hunter Intrigue
208,Daniel White,Male,2024-01-26,38,Nintendo Switch,7,Droid Uprising
209,Elizabeth Thomas,Female,2024-05-29,20,PlayStation 4,44,Jedi Resurrection
210,Nancy Ramirez,Female,2024-03-26,43,PC,83,Droid Uprising
211,Donna Robinson,Female,2023-05-28,16,Nintendo Switch,30,Light Side Redemption
212,Elizabeth Williams,Female,2023-09-29,41,Xbox Series X,1,Light Side Redemption
213,Amanda Thompson,Female,2023-03-24,36,Xbox Series X,8,Jedi Resurrection
214,Andrew Gonzalez,Male,2024-05-14,36,PlayStation 4,11,Sith Prophecy
215,John Martin,Male,2024-10-08,23,Xbox Series X,17,Dark Side Temptation
216,Joseph White,Male,2023-04-11,29,PC,37,Bounty Hunter Intrigue
217,Donald Garcia,Female,2023-01-30,25,PC,8,Empire Rebellion
218,Daniel Sanchez,Male,2024-01-03,25,Xbox Series X,16,Empire Rebellion
219,Sandra Jones,Female,2024-02-26,32,PlayStation 4,54,Jedi Resurrection
220,Barbara Garcia,Female,2024-09-16,18,Nintendo Switch,58,Sith Prophecy
221,Amanda Perez,Female,2024-08-20,31,PlayStation 5,72,Rebel Alliance
222,Joseph Anderson,Male,2024-04-15,24,Xbox Series X,46,Jedi Resurrection
223,James Lewis,Male,2023-10-22,44,PlayStation 4,58,Force Awakening
224,David Williams,Male,2024-08-24,27,Xbox Series X,4,Rebel Alliance
225,Sandra Thompson,Female,2023-11-06,30,PlayStation 5,35,Empire Rebellion
226,Anthony Ramirez,Male,2023-08-31,19,Nintendo Switch,61,Dark Side Temptation
227,Joshua Lopez,Male,2024-12-17,25,Xbox Series X,91,Sith Prophecy
228,Mary Clark,Female,2023-10-09,28,PC,21,Galactic Conspiracy
229,Joshua Ramirez,Male,2023-02-20,40,PlayStation 4,54,Light Side Redemption
230,Kimberly Clark,Female,2023-08-24,40,PlayStation 4,98,Galactic Conspiracy
231,Matthew Davis,Male,2024-09-27,22,Xbox Series X,80,Droid Uprising
232,William Lee,Male,2024-10-04,44,PC,72,Bounty Hunter Intrigue
233,Karen Sanchez,Female,2024-08-16,17,Xbox Series X,71,Droid Uprising
234,William Williams,Male,2024-03-01,26,PlayStation 5,13,Droid Uprising
235,Richard Jones,Female,2024-01-10,44,PlayStation 4,43,Sith Prophecy
236,Paul Robinson,Male,2023-06-18,42,Xbox Series X,3,Empire Rebellion
237,Steven Sanchez,Male,2023-12-13,39,PC,36,Dark Side Temptation
238,Ashley Williams,Female,2023-08-20,40,Nintendo Switch,14,Sith Prophecy
239,Emily Lopez,Female,2024-02-09,41,PC,44,Galactic Conspiracy
240,Thomas Moore,Male,2024-01-13,30,Xbox Series X,83,Light Side Redemption
241,Michelle Gonzalez,Female,2023-04-21,27,PlayStation 5,77,Force Awakening
242,Steven Smith,Female,2024-07-28,44,Xbox Series X,90,Sith Prophecy
243,Amanda Davis,Female,2024-10-12,18,Nintendo Switch,52,Galactic Conspiracy
244,Karen Lee,Female,2023-05-24,19,PC,82,Force Awakening
245,John Martinez,Male,2023-04-10,19,PlayStation 5,78,Bounty Hunter Intrigue
246,Andrew Jones,Male,2024-01-15,30,PlayStation 4,9,Dark Side Temptation
247,Mark Jackson,Male,2023-06-08,39,Nintendo Switch,77,Jedi Resurrection
248,Michael Clark,Male,2024-02-22,35,Xbox Series X,86,Sith Prophecy
249,John Thompson,Male,2024-03-30,22,Nintendo Switch,66,Dark Side Temptation
250,Jessica Ramirez,Female,2024-12-03,19,Xbox Series X,66,Dark Side Temptation
251,Andrew Lewis,Male,2023-03-04,27,Nintendo Switch,12,Dark Side Temptation
252,Sarah Miller,Female,2024-04-10,43,PC,41,Empire Rebellion
253,Susan Lee,Female,2023-01-22,35,PC,48,Rebel Alliance
254,Nancy Davis,Female,2024-08-01,41,PlayStation 5,31,Force Awakening
255,Robert Clark,Other,2023-08-01,33,PlayStation 4,63,Force Awakening
256,Susan Clark,Female,2023-06-01,26,PlayStation 4,87,Droid Uprising
257,James Rodriguez,Male,2024-07-07,20,Xbox Series X,16,Jedi Resurrection
258,Barbara Brown,Female,2023-01-27,43,PlayStation 5,37,Force Awakening
259,James Lopez,Male,2023-11-28,34,PC,13,Rebel Alliance
260,Barbara Rodriguez,Female,2024-03-07,20,PlayStation 4,20,Rebel Alliance
261,Linda White,Female,2024-04-04,31,Xbox Series X,28,Sith Prophecy
262,Paul Jackson,Male,2024-05-30,30,PlayStation 5,10,Force Awakening
263,Amanda Johnson,Female,2024-11-05,41,PlayStation 4,69,Light Side Redemption
264,Karen Anderson,Female,2023-03-04,16,Nintendo Switch,23,Jedi Resurrection
265,Betty Wilson,Female,2024-05-17,19,Nintendo Switch,25,Jedi Resurrection
266,Robert Lewis,Male,2024-09-14,26,PlayStation 5,16,Force Awakening
267,Robert Jones,Male,2024-10-10,35,PlayStation 4,6,Dark Side Temptation
268,Emily Thompson,Female,2024-09-03,28,PlayStation 4,40,Jedi Resurrection
269,Charles Anderson,Male,2024-03-16,35,PC,85,Droid Uprising
270,Linda Ramirez,Female,2024-07-18,36,PlayStation 5,75,Dark Side Temptation
271,Sandra Anderson,Female,2023-12-14,29,Nintendo Switch,90,Rebel Alliance
272,Betty Wilson,Female,2023-11-17,19,Nintendo Switch,11,Dark Side Temptation
273,Daniel Perez,Male,2023-06-06,27,Nintendo Switch,55,Sith Prophecy
274,Robert Williams,Male,2024-03-18,18,PC,83,Rebel Alliance
275,Lisa Sanchez,Female,2023-03-03,33,PlayStation 4,93,Light Side Redemption
276,Emily Moore,Other,2023-05-06,37,Nintendo Switch,46,Light Side Redemption
277,Matthew Ramirez,Male,2024-03-09,40,PC,22,Force Awakening
278,Charles Martin,Male,2023-04-17,27,PlayStation 4,39,Force Awakening
279,Paul Miller,Male,2024-05-08,37,PlayStation 5,52,Droid Uprising
280,Michael Lopez,Male,2023-04-28,27,Xbox Series X,32,Droid Uprising
281,Joshua Davis,Male,2024-07-28,43,PlayStation 4,79,Empire Rebellion
282,Amanda Perez,Female,2023-01-27,33,PlayStation 4,11,Dark Side Temptation
283,Sarah Smith,Female,2024-12-20,24,Xbox Series X,66,Jedi Resurrection
284,Nancy Lopez,Female,2023-05-27,21,PlayStation 4,55,Force Awakening
285,Betty Williams,Female,2024-10-10,39,PC,22,Dark Side Temptation
286,Jennifer White,Female,2024-01-21,22,Nintendo Switch,51,Galactic Conspiracy
287,Ashley Hernandez,Female,2023-11-16,27,Xbox Series X,49,Jedi Resurrection
288,Joshua Martin,Male,2023-02-23,44,PlayStation 5,43,Light Side Redemption
289,David Harris,Male,2024-11-21,17,PC,10,Rebel Alliance
290,Sarah Anderson,Female,2024-05-12,29,PlayStation 4,74,Light Side Redemption
291,Donald Wilson,Male,2024-06-08,22,PC,33,Dark Side Temptation
292,Matthew Wilson,Male,2024-11-25,25,PlayStation 4,95,Droid Uprising
293,Kimberly Taylor,Female,2023-02-16,25,PlayStation 5,20,Galactic Conspiracy
294,Betty Martin,Female,2023-07-29,16,Xbox Series X,84,Light Side Redemption
295,Susan Harris,Female,2023-09-19,40,Xbox Series X,55,Dark Side Temptation
296,Daniel Brown,Male,2024-03-16,31,PlayStation 5,26,Jedi Resurrection
297,William Gonzalez,Male,2023-08-24,38,PlayStation 4,4,Rebel Alliance
298,Emily Clark,Female,2023-12-29,41,PC,71,Rebel Alliance
299,Betty Ramirez,Female,2024-03-22,17,PC,71,Droid Uprising
300,Ashley Robinson,Female,2023-11-17,43,PlayStation 4,27,Jedi Resurrection
301,Sandra Jackson,Female,2024-10-17,38,Nintendo Switch,14,Galactic Conspiracy
302,Charles Brown,Male,2023-11-29,16,PlayStation 5,65,Force Awakening
303,Amanda Anderson,Female,2024-01-06,45,PC,49,Force Awakening
304,Sandra Ramirez,Female,2024-03-22,23,PlayStation 4,83,Jedi Resurrection
305,Betty Taylor,Female,2023-11-14,28,Xbox Series X,44,Galactic Conspiracy
306,Joseph Hernandez,Male,2023-03-20,21,PlayStation 4,60,Force Awakening
307,Linda Taylor,Female,2023-12-24,22,Xbox Series X,43,Droid Uprising
308,Elizabeth Davis,Female,2023-09-20,20,PlayStation 5,21,Empire Rebellion
309,Barbara Martin,Female,2024-11-02,40,PC,65,Sith Prophecy
310,Barbara Harris,Female,2024-04-20,31,PlayStation 4,71,Bounty Hunter Intrigue
311,Michelle Anderson,Female,2024-08-01,45,PlayStation 4,4,Force Awakening
312,Daniel Ramirez,Male,2023-06-04,26,Nintendo Switch,66,Light Side Redemption
313,Robert Thomas,Male,2023-11-07,36,Xbox Series X,67,Empire Rebellion
314,Michelle Johnson,Female,2023-03-17,32,Xbox Series X,64,Jedi Resurrection
315,Ashley Anderson,Female,2024-01-13,17,Xbox Series X,58,Rebel Alliance
316,Robert Lee,Male,2024-08-31,35,PlayStation 4,13,Sith Prophecy
317,Anthony Anderson,Male,2023-02-12,33,Nintendo Switch,92,Jedi Resurrection
318,Joshua Lee,Male,2024-09-11,26,Nintendo Switch,63,Jedi Resurrection
319,Paul Jones,Male,2023-04-16,30,Xbox Series X,42,Galactic Conspiracy
320,Jennifer Taylor,Female,2023-02-10,21,PlayStation 5,69,Empire Rebellion
321,Donald Anderson,Female,2024-09-16,32,PlayStation 5,50,Sith Prophecy
322,Lisa Lopez,Female,2024-02-23,28,Xbox Series X,62,Force Awakening
323,Kevin Johnson,Male,2023-12-09,36,PC,26,Force Awakening
324,Nancy Brown,Female,2024-01-31,37,Xbox Series X,13,Sith Prophecy
325,Thomas White,Male,2024-09-09,45,PlayStation 5,83,Sith Prophecy
326,Nancy Williams,Female,2023-05-25,37,Xbox Series X,92,Bounty Hunter Intrigue
327,Karen Lee,Female,2024-02-06,37,PlayStation 5,64,Bounty Hunter Intrigue
328,Kevin Thompson,Male,2024-07-26,25,Nintendo Switch,92,Droid Uprising
329,Nancy Clark,Female,2024-12-20,37,PlayStation 4,25,Force Awakening
330,Jennifer Lee,Female,2024-06-04,29,Xbox Series X,28,Droid Uprising
331,Mary Lopez,Female,2023-08-08,21,Xbox Series X,17,Force Awakening
332,Kimberly Miller,Female,2023-06-08,20,PC,93,Rebel Alliance
333,Charles Ramirez,Male,2024-07-06,32,PlayStation 4,21,Light Side Redemption
334,John Perez,Male,2024-09-24,44,PlayStation 5,37,Galactic Conspiracy
335,Kevin Gonzalez,Male,2023-07-05,21,PlayStation 4,70,Jedi Resurrection
336,David White,Male,2024-02-25,17,Xbox Series X,61,Dark Side Temptation
337,Jessica Anderson,Female,2024-04-04,25,PlayStation 5,81,Empire Rebellion
338,Andrew Davis,Male,2024-04-25,41,PlayStation 5,66,Droid Uprising
339,Lisa Perez,Female,2024-04-17,30,Xbox Series X,35,Rebel Alliance
340,Anthony Taylor,Male,2023-06-15,29,PlayStation 5,67,Sith Prophecy
341,Kevin Jones,Male,2024-10-18,17,Nintendo Switch,81,Dark Side Temptation
